ID,Engaj,Idade,Regiao,Regiao_int,Tipo_Cliente,Sexo,Total_gasto,Tempo_relacionamento,Campanha,Status
0006598528,15,44,Leste,L01,18,F,500,9,0,Prata
0006602304,11,77,Leste,L01,44,U,6107.639999999999,6,0,Ouro
0006606350,5,57,Norte,N03,24,F,6000,1,0,Ouro
0006607942,9,41,Leste,L01,10,,50.01,8,0,Prata
0006609104,8,53,Centro-Oeste,CO04,52,U,0.009999999999999998,5,0,Bronze
0006611389,9,62,Leste,L02,32,M,1530.99,11,0,Prata
0006613020,8,77,Leste,L01,51,M,3000,6,0,Prata
0006621732,15,71,Leste,L01,09,M,6000,3,0,Ouro
0006621740,16,41,Centro-Oeste,CO02,18,M,15000,1,1,Ouro
0006622860,8,31,Norte,N02,,F,0.009999999999999998,5,1,Bronze
0006625959,7,61,Centro-Oeste,CO02,35,U,1000,9,0,Prata
0006627536,10,58,Centro-Oeste,CO04,41,M,15000,4,0,Ouro
0006627773,7,36,Leste,L01,,F,0.009999999999999998,10,0,Bronze
0006634257,5,46,Leste,L01,17,F,0.009999999999999998,4,0,Bronze
0006635377,12,,Norte,N02,12,F,0.009999999999999998,4,1,Bronze
0006638953,9,63,Centro-Oeste,CO02,14,M,6000,11,0,Ouro
0006639615,9,59,Centro-Oeste,CO02,15,M,5000.01,5,0,Ouro
0006639771,13,39,Leste,L02,33,M,2000,3,1,Prata
0006640737,8,31,Leste,L01,52,M,0.009999999999999998,7,0,Bronze
0006641016,4,40,Leste,L01,38,,0.009999999999999998,5,0,Bronze
0006641113,8,62,Leste,L01,51,F,300.01,8,0,Prata
0006641415,11,50,Centro-Oeste,CO04,45,M,6053.339999999999,4,0,Ouro
0006641768,6,66,Norte,N02,08,,6000,1,0,Ouro
0006642128,,45,Norte,N01,38,U,1000,5,0,Prata
0006642934,4,40,Norte,N01,34,F,5000,10,0,Prata
0006643353,10,46,Centro-Oeste,CO01,47,F,0.019999999999999997,5,0,Prata
0006643787,6,43,Norte,N03,42,F,12053.349999999999,5,1,Ouro
0006645704,13,30,Centro-Oeste,CO02,47,F,6000,1,1,Ouro
0006646549,7,,Leste,L01,38,M,0.009999999999999998,4,0,Bronze
0006650074,7,50,Norte,N03,41,M,0.009999999999999998,4,0,Bronze
0006650376,3,,Norte,N02,17,F,7500,2,0,Ouro
0006652506,8,58,Leste,L02,18,,0.009999999999999998,5,0,Bronze
0006652840,5,68,Leste,L01,29,M,6000,1,0,Ouro
0006653863,6,67,Norte,N03,12,,6000,2,0,Ouro
0006655211,9,70,Centro-Oeste,CO02,05,U,12000,1,0,Ouro
0006657869,8,,Centro-Oeste,CO01,52,F,1930,3,1,Prata
0006658075,8,71,Centro-Oeste,CO01,50,U,3000,2,0,Prata
0006658199,,59,Centro-Oeste,CO01,19,M,4124.54,15,0,Prata
0006658628,7,67,Leste,L01,01,M,10000,9,0,Ouro
0006659535,8,45,Centro-Oeste,CO01,17,F,1600,6,0,Prata
0006661416,8,62,Norte,N03,24,U,1000,8,0,Prata
0006661637,11,63,Centro-Oeste,CO03,,F,6000,1,1,Ouro
0006663036,13,56,Leste,L01,37,F,0.009999999999999998,5,0,Bronze
0006663214,12,33,Leste,L01,38,F,1000,1,0,Prata
0006664997,6,44,Leste,L01,27,F,3436.71,5,0,Prata
0006665454,8,41,Oeste,O,47,F,0.009999999999999998,5,1,Bronze
0006665977,13,31,Norte,N02,45,M,500.01,9,1,Prata
0006666191,10,,Leste,L01,20,,11450,8,0,Ouro
0006666264,10,47,Sul,S02,50,F,0.009999999999999998,8,0,Bronze
0006666353,8,62,Norte,N03,32,F,3000,7,0,Prata
0006666787,8,25,Leste,L01,12,F,4000,5,1,Prata
0006667252,7,60,Norte,N01,01,M,6000,13,0,Ouro
0006670431,7,50,Centro-Oeste,CO02,18,F,12106.699999999999,7,0,Ouro
0006670644,10,50,Oeste,O,32,M,35,3,0,Prata
0006672140,7,56,Centro-Oeste,CO02,10,M,9000,8,0,Ouro
0006674526,13,51,Centro-Oeste,CO02,02,F,4050,1,0,Prata
0006675530,11,60,Norte,N03,27,F,0.009999999999999998,8,0,Bronze
0006677509,11,74,Centro-Oeste,CO01,19,F,20000,1,0,Ouro
0006678319,9,66,Norte,N03,12,F,0.009999999999999998,,1,Bronze
0006678394,11,35,Leste,L01,35,F,0.009999999999999998,8,1,Bronze
0006678882,5,41,Norte,N02,,F,2680,4,0,Prata
0006679978,9,37,Centro-Oeste,CO04,08,M,600,4,0,Prata
0006680003,7,50,Leste,L01,10,F,0.009999999999999998,8,0,Bronze
0006680178,,41,Leste,L01,09,M,0.009999999999999998,9,1,Bronze
0006680453,4,54,Leste,L01,14,F,3000,7,0,Prata
0006681255,8,44,Leste,L01,38,F,0.009999999999999998,5,0,Bronze
0006682057,11,63,,,19,F,6000,2,1,Ouro
0006683088,8,49,Leste,L01,29,,5000,7,0,Prata
0006683290,13,48,,,08,F,6000,2,0,Ouro
0006683789,13,23,Centro-Oeste,CO04,51,F,100,3,1,Prata
0006684386,15,51,Norte,N03,08,F,6000,1,0,Ouro
0006686222,8,49,Centro-Oeste,CO01,23,M,5000,3,0,Prata
0006687601,9,43,Norte,N01,16,,12063.99,2,0,Ouro
0006687792,9,51,Norte,N03,52,F,5000,2,1,Prata
0006690416,8,63,Norte,N02,46,M,4000,2,0,Prata
0006691617,9,48,Norte,N03,52,F,0.019999999999999997,8,0,Prata
0006693180,6,71,Centro-Oeste,CO02,35,F,0.009999999999999998,5,1,Bronze
0006693865,,56,Leste,L01,19,F,6107.639999999999,4,0,Ouro
0006697054,6,66,Centro-Oeste,CO04,15,,339.78,3,0,Prata
0006698042,7,53,Centro-Oeste,CO04,07,F,15000,4,0,Ouro
0006700756,5,77,Leste,L01,04,F,1000,14,0,Prata
0006702201,16,44,Centro-Oeste,CO02,25,F,500,10,1,Prata
0006703887,9,57,Norte,N01,52,M,550,8,0,Prata
0006705715,11,37,Leste,L01,31,,6000,1,0,Ouro
0006708374,4,,Centro-Oeste,CO04,08,F,0.009999999999999998,4,0,Bronze
0006710662,5,46,Leste,L01,36,,0.009999999999999998,8,0,Bronze
0006713017,4,59,Leste,L02,05,M,6000,1,0,Ouro
0006714609,10,38,Leste,L01,52,F,0.009999999999999998,8,0,Bronze
0006714935,12,41,Leste,L02,06,F,0.009999999999999998,5,1,Bronze
0006715397,5,,Leste,L02,37,M,3000,8,0,Prata
0006719066,11,32,Leste,L01,35,F,0.009999999999999998,5,1,Bronze
0006720978,13,33,Leste,L02,28,F,0.009999999999999998,5,1,Bronze
0006721338,7,61,Norte,N03,14,F,23000,21,0,Platino
0006726240,12,34,Norte,N03,47,F,0.009999999999999998,5,1,Bronze
0006726291,7,69,Centro-Oeste,CO04,14,F,6000,15,1,Ouro
0006726364,12,62,Leste,L01,18,F,300.01,9,0,Prata
0006727972,5,60,Leste,L02,19,F,26170,18,0,Platino
0006729509,,23,Leste,L01,19,F,2500,6,0,Prata
0006730248,8,54,Leste,L01,04,M,1579.4399999999998,18,0,Prata
0006732674,9,42,Norte,N01,44,M,0.009999999999999998,8,0,Bronze
0006733085,6,68,Leste,L01,13,F,12000,2,0,Ouro
0006733611,9,65,Leste,L02,52,F,0.009999999999999998,11,1,Bronze
0006733719,11,55,Norte,N02,08,M,1000,4,1,Prata
0006735207,5,,Leste,L01,48,F,0.009999999999999998,5,1,Bronze
0006735975,11,,Leste,L02,04,F,0.009999999999999998,8,0,Bronze
0006736564,10,54,Norte,N02,34,M,6000,4,1,Ouro
0006738516,6,57,Centro-Oeste,CO04,08,F,0.009999999999999998,4,1,Bronze
0006740715,9,42,Leste,L02,01,M,0.009999999999999998,8,0,Bronze
0006742106,9,73,Leste,L01,10,F,6053.349999999999,28,1,Ouro
0006745083,8,62,Norte,N03,24,,1000,5,0,Prata
0006746462,19,51,Leste,L02,52,F,0.009999999999999998,5,1,Bronze
0006748368,10,69,Centro-Oeste,CO02,19,F,2000,5,0,Prata
0006748597,11,65,Leste,L01,52,M,5999.98,4,0,Ouro
0006749097,,69,Norte,N03,06,U,20000,25,0,Ouro
0006749720,6,,Sul,S02,47,,6000,1,0,Ouro
0006749933,9,46,Centro-Oeste,CO02,12,U,100,1,0,Prata
0006750273,4,54,Centro-Oeste,CO01,24,M,22991.41,8,0,Platino
0006752268,15,34,Leste,L01,27,M,0.009999999999999998,4,1,Bronze
0006753833,12,62,Centro-Oeste,CO04,24,F,0.009999999999999998,8,1,Bronze
0006755593,10,39,Leste,L01,48,F,0.009999999999999998,4,0,Bronze
0006757081,,43,Centro-Oeste,CO02,32,M,0.009999999999999998,5,0,Bronze
0006759491,15,38,Centro-Oeste,CO02,14,M,6000,4,1,Ouro
0006761070,,59,Leste,L02,05,F,1000,5,0,Prata
0006761933,6,,Centro-Oeste,CO01,34,F,0.009999999999999998,4,0,Bronze
0006763200,6,64,Oeste,O,45,F,3000,10,0,Prata
0006763944,13,,Centro-Oeste,CO02,28,F,5000,5,1,Prata
0006764606,6,30,Norte,N02,33,F,420,1,1,Prata
0006765769,9,76,Oeste,O,27,M,9000,5,0,Ouro
0006765858,4,61,Leste,L01,14,,2100,9,0,Prata
0006767222,4,76,Leste,L01,18,F,10053.349999999999,17,0,Ouro
0006768067,2,71,Sul,S01,35,U,6000,4,0,Ouro
0006769713,11,,Leste,L01,12,F,1050,7,1,Prata
0006770924,11,37,Sul,S02,34,F,0.009999999999999998,5,1,Bronze
0006772722,7,67,Leste,L01,08,U,6105.32,7,0,Ouro
0006773362,8,47,Leste,L01,02,F,235.01,8,0,Prata
0006773591,7,34,Leste,L01,38,M,0.009999999999999998,4,1,Bronze
0006775292,5,45,Leste,L01,22,F,0.009999999999999998,9,0,Bronze
0006775799,9,59,Leste,L01,25,M,6000,5,1,Ouro
0006776175,7,40,Leste,L02,28,M,0.009999999999999998,5,0,Bronze
0006778267,11,52,Norte,N02,32,F,1500,8,0,Prata
0006778852,6,69,Leste,L01,12,F,2200,11,0,Prata
0006779875,8,41,Norte,N03,23,F,600,1,0,Prata
0006781594,7,74,,,23,F,6000,1,0,Ouro
0006781780,9,49,Sul,S03,32,F,6000,15,0,Ouro
0006783996,7,45,Norte,N02,,,6000,1,0,Ouro
0006784402,16,37,Norte,N02,53,M,0.019999999999999997,5,1,Prata
0006786189,16,37,Centro-Oeste,CO01,52,M,4500,9,1,Prata
0006786758,10,60,Leste,L01,14,F,1000,5,0,Prata
0006787746,12,63,Leste,L01,50,F,3035.88,7,0,Prata
0006788564,,24,Centro-Oeste,CO02,50,F,0.019999999999999997,5,1,Prata
0006789315,8,58,Norte,N02,52,M,26016.6,3,0,Platino
0006789765,13,64,Norte,N01,16,U,3000,30,0,Prata
0006794947,6,33,Norte,N02,51,M,2000,1,0,Prata
0006797881,12,,Leste,L01,52,F,6000,2,1,Ouro
0006798012,9,,Norte,N02,12,F,0.009999999999999998,4,1,Bronze
0006798403,13,71,Centro-Oeste,CO02,38,,6000,2,0,Ouro
0006799590,10,66,Sul,S02,34,F,6000,2,0,Ouro
0006801048,11,79,Centro-Oeste,CO04,09,F,10000,1,1,Ouro
0006802826,12,38,Sul,S02,48,M,2000,5,1,Prata
0006803768,5,46,Norte,N02,27,F,6053.349999999999,5,1,Ouro
0006803849,8,54,Norte,N02,32,U,6105.32,7,0,Ouro
0006804527,7,33,Leste,L01,14,M,0.009999999999999998,5,0,Bronze
0006808107,8,70,Leste,L01,40,,9000,8,0,Ouro
0006808433,10,74,Leste,L01,29,,16000,4,0,Ouro
0006809502,,44,Leste,L01,29,F,1200,5,1,Prata
0006810411,,65,Leste,L01,28,F,12000,21,0,Ouro
0006812449,9,70,Norte,N01,32,,0.009999999999999998,8,0,Bronze
0006812694,4,50,Oeste,O,34,,0.009999999999999998,5,0,Bronze
0006813348,7,61,Centro-Oeste,CO02,35,F,1000,15,0,Prata
0006814190,,45,Centro-Oeste,CO01,53,M,0.009999999999999998,,0,Bronze
0006816207,12,70,Sul,S03,18,F,1000,9,0,Prata
0006818935,7,47,Norte,N03,12,F,0.009999999999999998,8,0,Bronze
0006820441,10,29,Leste,L01,10,M,7000,5,0,Ouro
0006822037,10,47,Centro-Oeste,CO02,01,F,6107.639999999999,6,0,Ouro
0006822703,,,Leste,L01,28,,0.009999999999999998,8,0,Bronze
0006823688,8,61,Centro-Oeste,CO03,,M,1000,1,0,Prata
0006825133,6,46,Norte,N03,14,F,3000,3,0,Prata
0006830404,7,66,Leste,L01,53,,1000,9,0,Prata
0006830587,7,60,Leste,L02,31,F,360,11,0,Prata
0006831281,4,65,Oeste,O,11,F,2143.5699999999997,5,0,Prata
0006832016,13,59,Leste,L01,35,,6000,5,0,Ouro
0006834515,,38,Leste,L01,44,F,0.009999999999999998,5,1,Bronze
0006837220,11,32,Norte,N01,27,M,0.009999999999999998,5,0,Bronze
0006839010,8,,Centro-Oeste,CO04,35,,5000,4,0,Prata
0006840655,8,53,Norte,N01,38,F,420,9,0,Prata
0006840884,7,70,Centro-Oeste,CO04,32,M,2543.8799999999997,11,0,Prata
0006841120,9,,Centro-Oeste,CO03,,F,50,10,0,Prata
0006841619,6,54,Leste,L01,52,M,0.009999999999999998,4,1,Bronze
0006842399,6,55,Norte,N02,24,F,6000,1,0,Ouro
0006843409,7,60,Centro-Oeste,CO02,08,F,0.009999999999999998,15,0,Bronze
0006845347,7,57,Leste,L02,28,,0.009999999999999998,9,0,Bronze
0006845762,11,64,Centro-Oeste,CO04,05,U,6000,6,0,Ouro
0006847234,12,68,Leste,L01,10,U,15000,4,0,Ouro
0006848389,4,64,Leste,L01,16,M,4000.01,7,0,Prata
0006849520,7,53,Leste,L01,31,M,6000,9,0,Ouro
0006850162,7,60,Centro-Oeste,CO04,49,M,0.009999999999999998,5,0,Bronze
0006850375,12,60,Leste,L02,16,U,0.009999999999999998,4,1,Bronze
0006853420,11,59,Norte,N02,51,F,0.009999999999999998,6,0,Bronze
0006854613,5,37,Centro-Oeste,CO02,52,,3300,9,0,Prata
0006858732,6,34,Leste,L01,21,,6800,8,0,Ouro
0006868584,7,67,Norte,N02,41,F,8616.22,8,0,Ouro
0006870694,7,64,Centro-Oeste,CO01,24,U,1000,10,0,Prata
0006872840,7,59,Centro-Oeste,CO02,34,F,6395.58,12,0,Ouro
0006873286,5,55,Norte,N03,52,M,26501.03,3,0,Platino
0006873936,13,56,Leste,L01,08,F,2000,2,0,Prata
0006875262,11,59,Leste,L01,12,F,1500,2,1,Prata
0006876005,7,67,Leste,L01,04,M,4260,13,0,Prata
0006877192,3,65,Leste,L02,04,F,3000,8,0,Prata
0006879691,8,51,Centro-Oeste,CO04,02,F,20681.55,3,0,Platino
0006879926,9,44,Norte,N03,38,F,1600,9,1,Prata
0006880193,9,33,Norte,N03,34,F,0.009999999999999998,9,1,Bronze
0006880312,6,71,Centro-Oeste,CO02,25,M,6000,3,0,Ouro
0006880916,6,50,Norte,N02,16,F,3026.6699999999996,10,0,Prata
0006881785,11,57,Leste,L01,35,,6000,7,0,Ouro
0006882528,12,,Leste,L02,15,F,19500,5,1,Ouro
0006883583,9,77,Centro-Oeste,CO02,49,F,6000,31,0,Ouro
0006884318,6,62,Centro-Oeste,CO01,08,F,6000,3,0,Ouro
0006884652,8,28,Centro-Oeste,CO02,50,M,0.009999999999999998,8,0,Bronze
0006886353,8,38,Leste,L02,25,F,0.009999999999999998,6,1,Bronze
0006887546,13,57,Norte,N02,53,,3052.66,8,0,Prata
0006887651,10,43,Centro-Oeste,CO02,28,F,2500,3,1,Prata
0006888844,,74,Leste,L02,23,F,12000,11,1,Ouro
0006889905,9,37,Leste,L01,47,F,0.019999999999999997,5,1,Prata
0006890687,6,32,Centro-Oeste,CO04,49,,360,8,0,Prata
0006891411,7,60,Centro-Oeste,CO02,35,F,13000,4,0,Ouro
0006891780,9,40,Norte,N02,16,F,0.009999999999999998,9,0,Bronze
0006892744,9,31,Norte,N02,08,,0.009999999999999998,5,0,Bronze
0006894607,4,45,Leste,L01,12,U,600,9,0,Prata
0006894844,6,46,Centro-Oeste,CO02,20,F,5000,16,0,Prata
0006895565,16,33,Norte,N02,35,F,1000,5,1,Prata
0006895573,6,73,Centro-Oeste,CO02,05,M,6000,3,0,Ouro
0006896197,10,46,Norte,N02,14,F,35,3,1,Prata
0006896480,7,77,,,34,U,2000,7,0,Prata
0006897509,4,55,Oeste,O,16,U,0.009999999999999998,12,0,Bronze
0006899463,6,50,Leste,L01,25,,6000,1,0,Ouro
0006900283,11,44,Leste,L01,26,F,13000,11,1,Ouro
0006902154,7,70,Norte,N02,18,M,3000,13,0,Prata
0006902340,14,58,Leste,L01,51,F,100,2,0,Prata
0006903703,8,65,Centro-Oeste,CO02,05,F,6000,2,0,Ouro
0006904742,6,52,Centro-Oeste,CO02,32,F,0.009999999999999998,9,0,Bronze
0006905560,9,40,Leste,L01,35,M,14561.289999999999,7,0,Ouro
0006906443,10,49,Centro-Oeste,CO02,24,M,1200,4,0,Prata
0006908780,13,36,Norte,N02,32,U,0.009999999999999998,5,0,Bronze
0006912176,12,64,Centro-Oeste,CO02,12,,17500,4,0,Ouro
0006912311,6,43,Sul,S03,47,M,600,4,0,Prata
0006912621,9,62,Leste,L01,28,U,0.009999999999999998,11,0,Bronze
0006913059,9,74,Centro-Oeste,CO04,35,M,6000,3,0,Ouro
0006917089,10,76,Leste,L01,09,F,6000,2,1,Ouro
0006917917,6,76,Leste,L02,40,M,3050,2,0,Prata
0006918646,9,49,Leste,L01,52,M,0.009999999999999998,7,0,Bronze
0006918719,7,50,Centro-Oeste,CO01,34,F,12035.56,4,0,Ouro
0006920055,6,48,Leste,L01,27,U,3600,9,0,Prata
0006920705,7,43,Oeste,O,37,U,3000,3,0,Prata
0006920853,7,60,,,27,F,10884.25,8,0,Ouro
0006922481,11,42,Centro-Oeste,CO01,28,M,2880,1,0,Prata
0006923593,12,67,Leste,L01,08,M,20000,1,0,Ouro
0006924379,6,74,Leste,L01,12,F,0.009999999999999998,8,0,Bronze
0006925391,7,70,Leste,L02,29,U,6000,14,0,Ouro
0006926681,3,59,Centro-Oeste,CO01,45,F,6000,1,0,Ouro
0006930689,,38,Leste,L01,31,F,6600,8,1,Ouro
0006932983,11,,Norte,N03,53,F,18053.35,1,1,Ouro
0006933963,3,48,Sul,S02,03,M,6000,2,0,Ouro
0006934374,4,69,Centro-Oeste,CO04,06,F,1000.01,8,0,Prata
0006935656,5,50,Leste,L02,13,M,100,1,0,Prata
0006936636,11,52,Leste,L02,36,F,120,12,1,Prata
0006938140,9,38,Centro-Oeste,CO04,45,M,0.009999999999999998,4,0,Bronze
0006938175,14,58,Centro-Oeste,CO04,15,,6000,2,0,Ouro
0006940153,4,47,Leste,L01,03,M,100,1,0,Prata
0006940749,5,50,Centro-Oeste,CO02,34,U,0.009999999999999998,4,0,Bronze
0006941990,14,50,Leste,L01,52,,50,10,0,Prata
0006944418,7,36,Leste,L01,25,,0.009999999999999998,4,0,Bronze
0006948049,7,51,Centro-Oeste,CO01,05,M,3700,5,0,Prata
0006948979,9,70,Oeste,O,43,F,3000,8,1,Prata
0006950922,7,44,Leste,L02,24,F,2000,7,1,Prata
0006951406,4,66,Leste,L01,10,M,20594.129999999997,8,0,Platino
0006951503,7,52,Norte,N02,17,F,3000,8,1,Prata
0006952828,4,65,Centro-Oeste,CO02,27,,0.009999999999999998,5,0,Bronze
0006954081,5,69,Leste,L01,27,F,15000,5,0,Ouro
0006954693,16,71,Norte,N02,11,U,0.009999999999999998,5,0,Bronze
0006955991,,76,Norte,N02,22,U,100,1,0,Prata
0006956246,11,63,Norte,N03,53,F,0.009999999999999998,5,1,Bronze
0006957250,7,56,Norte,N02,35,F,5000,1,0,Prata
0006957757,5,51,Leste,L02,27,,1000,5,0,Prata
0006958087,3,78,Oeste,O,49,F,6000,2,0,Ouro
0006958451,6,68,Centro-Oeste,CO01,49,M,12000,15,0,Ouro
0006958591,5,50,Centro-Oeste,CO04,16,M,0.009999999999999998,,0,Bronze
0006958877,21,32,Leste,L01,50,F,0.009999999999999998,4,1,Bronze
0006959334,6,62,Centro-Oeste,CO01,51,F,3000,4,0,Prata
0006960103,5,41,Leste,L01,22,,11500,4,0,Ouro
0006961347,7,43,,,52,M,0.009999999999999998,5,1,Bronze
0006963684,6,73,Leste,L02,22,F,3919.58,5,0,Prata
0006964443,10,58,Norte,N03,49,U,0.009999999999999998,9,0,Bronze
0006964796,10,38,Centro-Oeste,CO02,27,F,6000,5,1,Ouro
0006965547,9,47,Leste,L01,27,F,6053.349999999999,7,0,Ouro
0006965555,8,37,Centro-Oeste,CO02,50,F,40,2,0,Prata
0006966195,5,,Leste,L02,08,,3000,16,0,Prata
0006966950,7,58,Leste,L01,02,M,6000,1,0,Ouro
0006967434,7,41,Leste,L02,28,F,0.009999999999999998,5,1,Bronze
0006967728,7,66,Leste,L02,24,,1000,4,0,Prata
0006967809,6,58,Norte,N02,37,U,2500,13,0,Prata
0006969585,11,38,Leste,L01,27,M,0.009999999999999998,5,0,Bronze
0006970303,6,53,Leste,L02,06,F,20539,11,0,Platino
0006971040,8,55,Norte,N03,52,U,3000,21,0,Prata
0006972993,12,49,Centro-Oeste,CO02,53,F,600,9,1,Prata
0006973469,8,,Norte,N02,37,F,36000,11,0,Platino
0006973868,18,34,Leste,L02,53,F,0.009999999999999998,,1,Bronze
0006976174,10,34,Centro-Oeste,CO02,23,F,1680,4,1,Prata
0006976549,9,66,Sul,S03,10,M,0.009999999999999998,8,0,Bronze
0006977464,11,37,Leste,L01,27,F,2000,5,1,Prata
0006981372,12,42,,,26,F,122.24,2,1,Prata
0006981542,5,64,Centro-Oeste,CO02,04,U,0.009999999999999998,8,0,Bronze
0006983014,5,55,Sul,S02,15,M,6000,2,0,Ouro
0006983081,7,,Norte,N02,,F,0.009999999999999998,9,0,Bronze
0006985351,7,54,Norte,N02,28,F,0.009999999999999998,5,0,Bronze
0006985858,10,64,Norte,N02,37,M,9000,5,0,Ouro
0006986129,,47,Norte,N01,10,M,4000,1,0,Prata
0006986617,7,,Norte,N03,44,F,500,9,0,Prata
0006987133,8,,Leste,L01,20,F,6000,1,0,Ouro
0006987516,8,71,Leste,L01,44,,2000,16,0,Prata
0006990452,12,42,Leste,L02,30,M,0.009999999999999998,5,1,Bronze
0006990800,9,69,Leste,L02,12,,6000,2,0,Ouro
0006991203,4,51,Norte,N03,23,M,680,6,0,Prata
0006992072,10,41,Oeste,O,51,M,0.009999999999999998,7,0,Bronze
0006992293,13,38,Centro-Oeste,CO02,21,F,0.009999999999999998,5,1,Bronze
0006994091,5,60,Centro-Oeste,CO04,19,F,4000,2,0,Prata
0006994369,8,25,Centro-Oeste,CO01,38,M,1000,5,0,Prata
0006995969,6,52,Centro-Oeste,CO02,14,F,0.009999999999999998,4,0,Bronze
0006998364,19,33,Leste,L01,09,,0.009999999999999998,5,1,Bronze
0006999697,6,47,Leste,L01,10,F,11000,6,0,Ouro
0007001517,6,,Leste,L01,52,F,0.009999999999999998,4,0,Bronze
0007007124,8,54,Leste,L01,17,U,2500,3,0,Prata
0007008120,6,40,Norte,N01,12,M,0.009999999999999998,8,0,Bronze
0007008805,7,54,Centro-Oeste,CO04,16,F,20274.85,3,0,Platino
0007009844,6,71,Norte,N03,12,M,0.009999999999999998,8,0,Bronze
0007010451,10,36,Norte,N01,22,F,1100.01,5,0,Prata
0007012705,14,70,Norte,N02,18,,5611.23,5,0,Ouro
0007013140,12,30,Leste,L01,27,M,100,1,1,Prata
0007013841,10,67,Leste,L01,30,F,1000,9,0,Prata
0007013965,8,44,Norte,N02,49,F,9000,8,0,Ouro
0007014333,11,54,Leste,L01,50,M,339.78,3,0,Prata
0007017030,15,59,,,24,F,6000,1,1,Ouro
0007020252,14,52,Leste,L01,05,F,6000,2,0,Ouro
0007020651,7,77,Leste,L02,06,F,15000,5,0,Ouro
0007024452,11,33,Leste,L01,29,F,0.009999999999999998,8,1,Bronze
0007025106,3,68,Leste,L02,,M,4000.01,5,0,Prata
0007026013,10,74,Oeste,O,51,U,4705.22,4,0,Prata
0007027389,7,60,Centro-Oeste,CO04,16,F,7600,8,0,Ouro
0007030401,,45,Centro-Oeste,CO01,17,M,0.009999999999999998,4,0,Bronze
0007031068,16,41,Centro-Oeste,CO01,32,M,0.009999999999999998,4,1,Bronze
0007031688,9,,Centro-Oeste,CO02,12,U,0.009999999999999998,6,1,Bronze
0007032803,9,32,Leste,L01,10,F,600,1,0,Prata
0007034822,10,37,Centro-Oeste,CO02,48,F,0.009999999999999998,8,1,Bronze
0007035411,8,72,Leste,L01,10,M,6000,4,0,Ouro
0007038550,10,57,Sul,S03,39,,0.009999999999999998,5,0,Bronze
0007040156,12,33,Oeste,O,51,U,0.009999999999999998,4,0,Bronze
0007045042,5,47,Centro-Oeste,CO02,35,F,0.009999999999999998,9,0,Bronze
0007048262,7,36,,,34,F,2500,3,0,Prata
0007048505,7,48,Leste,L02,50,U,0.009999999999999998,5,0,Bronze
0007048785,8,70,Centro-Oeste,CO04,50,M,30000,5,0,Platino
0007049900,13,46,Centro-Oeste,CO01,12,M,5000,4,0,Prata
0007052111,8,39,Leste,L01,36,,9000,12,0,Ouro
0007053193,13,35,Leste,L02,42,F,0.009999999999999998,4,1,Bronze
0007054785,6,63,Norte,N03,49,M,20000,4,0,Ouro
0007055374,10,44,Centro-Oeste,CO01,52,F,0.009999999999999998,5,0,Bronze
0007057377,8,,Centro-Oeste,CO04,53,M,1000,4,0,Prata
0007061390,7,60,Centro-Oeste,CO01,30,F,0.009999999999999998,5,0,Bronze
0007061811,6,56,Leste,L02,30,F,0.009999999999999998,5,0,Bronze
0007062060,6,43,Leste,L02,50,F,0.009999999999999998,8,1,Bronze
0007062524,12,51,Centro-Oeste,CO01,20,F,3000,6,1,Prata
0007062931,9,64,Norte,N02,37,F,0.009999999999999998,7,0,Bronze
0007063059,7,35,Norte,N01,25,F,0.009999999999999998,5,0,Bronze
0007064020,7,32,Norte,N02,34,F,0.009999999999999998,5,1,Bronze
0007064144,9,35,Oeste,O,27,F,0.009999999999999998,5,1,Bronze
0007064233,,42,Leste,L01,04,F,12000,14,1,Ouro
0007064837,7,62,Sul,S02,20,F,6000,5,1,Ouro
0007065663,6,64,Centro-Oeste,CO02,01,F,31000,6,0,Platino
0007066678,3,51,Norte,N02,32,M,0.009999999999999998,5,0,Bronze
0007067410,10,28,Leste,L01,41,F,1200,1,1,Prata
0007067526,7,73,Sul,S02,08,F,18017.73,8,0,Ouro
0007068077,9,48,Sul,S03,47,F,0.009999999999999998,8,0,Bronze
0007068344,18,49,Leste,L01,53,M,2600,7,0,Prata
0007069456,8,52,Leste,L01,27,,600,6,0,Prata
0007069669,8,62,Leste,L01,35,F,3000,8,0,Prata
0007072872,6,57,Norte,N03,27,F,18140.769999999997,7,0,Ouro
0007076495,10,38,Leste,L02,49,F,10000,6,1,Ouro
0007079516,,50,Leste,L01,35,F,0.009999999999999998,,0,Bronze
0007079761,10,66,Leste,L01,17,M,8952.66,9,0,Ouro
0007080379,5,70,Leste,L01,04,,10000,3,0,Ouro
0007080832,8,50,Norte,N01,51,M,6000,3,0,Ouro
0007081189,9,77,Oeste,O,43,F,9000,3,0,Ouro
0007084382,10,29,Leste,L01,35,,0.009999999999999998,5,0,Bronze
0007086172,5,65,Oeste,O,23,,0.009999999999999998,5,0,Bronze
0007087357,8,60,Leste,L01,04,F,8000,3,0,Ouro
0007090293,9,63,Centro-Oeste,CO01,20,F,6000.01,9,0,Ouro
0007092040,7,42,Centro-Oeste,CO02,,F,0.009999999999999998,5,1,Bronze
0007099436,9,44,Centro-Oeste,CO04,47,F,0.009999999999999998,5,0,Bronze
0007099940,9,66,Norte,N02,22,U,1000,4,0,Prata
